frame,points,total,diff
1530,37,53,16
1531,38,53,15
1532,38,53,15
1533,37,53,16
1534,35,53,18
1535,37,53,16
1536,37,53,16
1537,36,53,17
1538,37,53,16
1539,35,53,18
1540,36,53,17
1541,36,53,17
1542,36,53,17
1543,37,53,16
1544,37,53,16
1545,36,53,17
1546,36,53,17
1547,39,53,14
1548,37,53,16
1549,38,53,15
1550,39,53,14
1551,39,53,14
1552,39,53,14
